0.22057,0.94039,696.88
0.97522,1.6428,697.21
1.7415,2.0259,886.34
2.084,2.7109,886.9
2.8212,3.1521,886.93
3.216,3.6978,787.38
3.7152,3.9068,786.14
3.9358,4.2725,658.03
4.2899,4.644,526.5
4.673,5.7295,592.37
5.7585,5.9211,527.01
5.9443,6.1184,594.12
6.1475,6.4435,658.21
6.4551,6.728,785.91
6.8208,7.3259,785.53
7.3549,7.5233,886.51
7.5639,7.8541,785.81
7.8948,8.2489,657.51
8.2663,8.7481,526.39
8.7713,8.9455,592.19
9.0268,9.346,657.59
9.3808,9.7059,657.54
9.7407,10.443,591.93
10.466,10.786,526.56
10.832,11.18,658.22
11.209,11.482,526.5
11.575,11.935,657.38
11.958,12.295,526.78
12.69,13.009,786.2
13.479,15.145,1060.5
