0.22057,696.88,0.94039
0.97522,697.21,1.6428
1.7415,886.34,2.0259
2.084,886.9,2.7109
2.8212,886.93,3.1521
3.216,787.38,3.6978
3.7152,786.14,3.9068
3.9358,658.03,4.2725
4.2899,526.5,4.644
4.673,592.37,5.7295
5.7585,527.01,5.9211
5.9443,594.12,6.1184
6.1475,658.21,6.4435
6.4551,785.91,6.728
6.8208,785.53,7.3259
7.3549,886.51,7.5233
7.5639,785.81,7.8541
7.8948,657.51,8.2489
8.2663,526.39,8.7481
8.7713,592.19,8.9455
9.0268,657.59,9.346
9.3808,657.54,9.7059
9.7407,591.93,10.443
10.466,526.56,10.786
10.832,658.22,11.18
11.209,526.5,11.482
11.575,657.38,11.935
11.958,526.78,12.295
12.69,786.2,13.009
13.479,1060.5,15.145
