1.29,1.43,349.23
1.47,1.54,396.55
1.55,1.71,427.47
1.7,1.88,517.24
1.87,2.17,587.33
2.17,2.34,698.46
2.4,2.51,698.46
2.6,2.74,698.46
2.82,2.96,698.46
3,3.09,698.46
3.14,3.32,698.46
3.41,3.64,698.46
3.81,4.03,349.23
4.1,4.14,396.55
4.17,4.4,425.01
4.37,4.5,511.3
4.57,4.86,587.33
4.85,5.03,698.46
5.07,5.23,698.46
5.26,5.45,698.46
5.5,5.71,698.46
5.74,5.87,698.46
5.91,6.1,698.46
6.18,6.33,698.46
6.36,6.62,290.29
6.41,6.8,349.23
6.83,6.9,394.27
6.89,7.09,425.01
7.07,7.24,511.3
7.24,7.34,290.29
7.24,7.31,343.23
7.25,7.32,455.52
7.29,7.55,587.33
7.43,7.54,466.16
7.43,7.56,349.23
7.44,7.54,293.66
7.57,7.75,698.46
7.74,8.03,587.33
7.76,8.05,293.66
7.77,8.21,349.23
7.77,8.06,466.16
8,8.24,698.46
8.25,8.32,392
8.33,8.49,425.01
8.51,8.66,517.24
8.66,8.74,458.16
8.67,8.77,341.25
8.67,8.79,290.29
8.68,8.96,587.33
8.88,9,466.16
8.88,8.96,291.97
8.89,9.01,349.23
8.99,9.17,698.46
9.17,9.43,583.95
9.18,9.45,349.23
9.18,9.39,466.16
9.4,9.6,698.46
9.67,9.71,383.04
9.71,9.96,425.01
9.92,10.08,517.24
10.11,10.41,587.33
10.33,10.45,466.16
10.33,10.43,349.23
10.35,10.43,290.29
10.39,12.32,698.46
