1.66,1.72,405.82
1.72,1.99,505.43
1.73,2.02,434.95
2.39,2.92,466.16
2.4,2.62,349.23
2.45,2.62,293.66
2.92,3.01,290.29
2.93,3.01,349.23
2.93,3.17,466.16
3.28,3.38,396.55
3.43,3.58,429.95
3.73,4.06,345.22
4.12,4.2,255.65
4.12,4.18,434.95
4.13,4.27,341.25
4.32,4.38,335.39
4.39,4.71,345.22
4.75,4.79,277.18
4.81,5.02,290.29
5.05,5.14,227.76
5.06,5.16,341.25
5.06,5.15,290.29
5.24,5.33,401.16
5.34,5.38,405.82
5.39,5.63,429.95
5.66,5.76,286.96
5.67,5.75,349.23
5.67,5.78,466.16
6,6.25,466.16
6.1,6.19,297.08
6.11,6.22,353.29
6.31,6.54,466.16
6.52,6.64,291.97
6.52,6.63,349.23
6.56,6.81,466.16
6.88,6.94,396.55
6.95,7.04,415.3
7.06,7.22,427.47
7.24,7.86,440
8.72,8.81,405.82
8.82,9.14,434.95
9.44,10.01,466.16
9.49,9.69,349.23
9.49,9.72,290.29
10.05,10.3,466.16
10.05,10.14,349.23
10.06,10.15,286.96
10.37,10.45,396.55
10.45,10.53,412.91
10.52,10.71,434.95
10.82,10.86,333.46
10.88,11.14,345.22
11.22,11.31,341.25
11.22,11.29,450.28
11.23,11.31,255.65
11.42,11.48,335.39
11.48,11.79,345.22
11.84,11.9,278.79
11.91,12.05,290.29
