0.660	1.260	220.0
0.680	1.280	293.7
0.840	1.440	293.7
1.360	1.960	293.7
1.720	2.320	196.0
1.770	2.370	246.9
2.310	2.910	349.2
2.310	2.910	1046.5
2.310	2.910	1396.9
2.730	3.330	246.9
3.210	3.810	415.3
3.220	3.820	1244.5
3.220	3.820	1318.5
4.230	4.830	1244.5
4.310	4.910	349.2
4.320	4.920	220.0
4.320	4.920	246.9
4.320	4.920	1108.7
4.470	5.070	196.0
4.470	5.070	246.9
4.800	5.400	185.0
4.800	5.400	196.0
4.980	5.580	293.7
4.980	5.580	880.0
4.980	5.580	1108.7
4.990	5.590	1480.0
5.440	6.040	196.0
5.730	6.330	246.9
5.950	6.550	349.2
5.950	6.550	1046.5
6.350	6.950	246.9
6.860	7.460	349.2
6.860	7.460	1046.5
7.090	7.690	261.6
7.090	7.690	349.2
7.100	7.700	1046.5
7.180	7.780	311.1
7.330	7.930	277.2
7.330	7.930	293.7
7.330	7.930	880.0
7.610	8.210	261.6
7.830	8.430	220.0
8.060	8.660	220.0
8.060	8.660	293.7
8.330	8.930	196.0
8.330	8.930	246.9
8.620	9.220	196.0
8.620	9.220	246.9
8.810	9.410	277.2
8.820	9.420	293.7
9.300	9.900	123.5
9.840	10.440	349.2
9.850	10.450	1046.5
10.290	10.890	1174.7
10.780	11.380	415.3
10.790	11.390	1244.5
10.790	11.390	1318.5
11.810	12.410	349.2
11.820	12.420	155.6
11.830	12.430	220.0
