1.220	1.820	261.6
1.220	1.820	440.0
1.780	2.380	261.6
2.830	3.430	293.7
2.840	3.440	1174.7
3.180	3.780	261.6
3.190	3.790	440.0
3.240	3.840	1318.5
3.440	4.040	261.6
3.540	4.140	466.2
3.950	4.550	1244.5
5.790	6.390	146.8
5.790	6.390	349.2
5.790	6.390	587.3
6.600	7.200	329.6
6.610	7.210	261.6
6.640	7.240	1318.5
6.880	7.480	261.6
8.190	8.790	349.2
8.190	8.790	1174.7
8.580	9.180	261.6
8.600	9.200	523.3
8.930	9.530	1396.9
9.330	9.930	392.0
9.330	9.930	415.3
9.340	9.940	1244.5
10.340	10.940	58.3
11.020	11.620	587.3
11.540	12.140	261.6
11.540	12.140	440.0
