2.08,2.27,349.23
2.31,2.37,392
2.4,2.54,434.95
2.55,2.74,517.24
2.72,2.93,587.33
2.95,3.24,622.25
3.19,3.36,517.24
3.4,3.62,587.33
3.62,3.72,353.29
3.63,3.72,434.95
3.65,4.34,523.25
4.87,4.93,396.55
4.96,5.1,434.95
5.11,5.34,517.24
5.37,5.59,622.25
5.55,5.79,517.24
5.8,6,587.33
6.05,6.35,517.24
6.43,6.63,466.16
6.74,6.82,401.16
6.82,6.86,417.71
6.87,7.08,434.95
7.16,7.33,517.24
7.36,7.49,290.29
7.36,7.44,345.22
7.37,7.66,587.33
7.38,7.47,463.48
7.84,8.58,349.23
9.05,9.17,258.62
9.06,9.21,345.22
9.33,9.74,349.23
9.35,9.38,255.65
9.8,9.9,255.65
9.8,9.9,341.25
10.06,10.13,261.63
10.09,10.39,345.22
10.46,10.55,225.14
10.48,10.71,290.29
10.77,11.09,349.23
11.15,11.34,290.29
11.16,11.23,230.4
11.46,11.81,261.63
11.93,12.06,261.63
